pk_local,uf,nome_estado,municipio,regiao
2754,PB,Paraíba,VIEIROPOLIS,Nordeste
2755,PB,Paraíba,RIACHAO DO BACAMARTE,Nordeste
2756,PB,Paraíba,POCO DANTAS,Nordeste
2757,PB,Paraíba,SAO BENTINHO,Nordeste
2758,PB,Paraíba,SANTANA DE MANGUEIRA,Nordeste
2759,PB,Paraíba,SALGADINHO,Nordeste
2760,PB,Paraíba,COXIXOLA,Nordeste
2761,PB,Paraíba,SAO JOSE DOS RAMOS,Nordeste
2762,PB,Paraíba,CAPIM,Nordeste
2763,PB,Paraíba,LAGOA,Nordeste
2764,PB,Paraíba,RIACHO DOS CAVALOS,Nordeste
2765,PB,Paraíba,SAO JOAO DO TIGRE,Nordeste
2766,PB,Paraíba,SAO JOSE DO BREJO DO CRUZ,Nordeste
2767,PB,Paraíba,PARARI,Nordeste
2768,PB,Paraíba,VISTA SERRANA,Nordeste
2769,PB,Paraíba,MATO GROSSO,Nordeste
2770,PE,Pernambuco,VERTENTE DO LERIO,Nordeste
2771,PE,Pernambuco,SAO JOSE DO BELMONTE,Nordeste
2772,PE,Pernambuco,CARUARU,Nordeste
2773,PE,Pernambuco,QUIPAPA,Nordeste
2774,PE,Pernambuco,IGARASSU,Nordeste
2775,PE,Pernambuco,SAO JOSE DA COROA GRANDE,Nordeste
2776,PE,Pernambuco,ILHA DE ITAMARACA,Nordeste
2777,PE,Pernambuco,SAO LOURENCO DA MATA,Nordeste
2778,PE,Pernambuco,IPUBI,Nordeste
2779,PE,Pernambuco,INAJA,Nordeste
2780,PE,Pernambuco,AGRESTINA,Nordeste
2781,PE,Pernambuco,SERRA TALHADA,Nordeste
2782,PE,Pernambuco,BONITO,Nordeste
2783,PE,Pernambuco,PEDRA,Nordeste
2784,PE,Pernambuco,RECIFE,Nordeste
2785,PE,Pernambuco,ARCOVERDE,Nordeste
2786,PE,Pernambuco,OLINDA,Nordeste
2787,PE,Pernambuco,ARARIPINA,Nordeste
2788,PE,Pernambuco,PALMARES,Nordeste
2789,PE,Pernambuco,TRINDADE,Nordeste
2790,PE,Pernambuco,SALGUEIRO,Nordeste
2791,PE,Pernambuco,XEXEU,Nordeste
2792,PE,Pernambuco,ESCADA,Nordeste
2793,PE,Pernambuco,ITAIBA,Nordeste
2794,PE,Pernambuco,SIRINHAEM,Nordeste
2795,PE,Pernambuco,BUIQUE,Nordeste
2796,PE,Pernambuco,BODOCO,Nordeste
2797,PE,Pernambuco,GOIANA,Nordeste
2798,PE,Pernambuco,AFOGADOS DA INGAZEIRA,Nordeste
2799,PE,Pernambuco,PAUDALHO,Nordeste
2800,PE,Pernambuco,PAULISTA,Nordeste
2801,PE,Pernambuco,PETROLANDIA,Nordeste
2802,PE,Pernambuco,GARANHUNS,Nordeste
2803,PE,Pernambuco,BELEM DE MARIA,Nordeste
2804,PE,Pernambuco,TUPANATINGA,Nordeste
2805,PE,Pernambuco,INGAZEIRA,Nordeste
2806,PE,Pernambuco,FERNANDO DE NORONHA,Nordeste
2807,PE,Pernambuco,OURICURI,Nordeste
2808,PE,Pernambuco,ITAMBE,Nordeste
2809,PE,Pernambuco,PETROLINA,Nordeste
2810,PE,Pernambuco,JABOATAO DOS GUARARAPES,Nordeste
2811,PE,Pernambuco,CUPIRA,Nordeste
2812,PE,Pernambuco,MACAPARANA,Nordeste
2813,PE,Pernambuco,VICENCIA,Nordeste
2814,PE,Pernambuco,SURUBIM,Nordeste
2815,PE,Pernambuco,BEZERROS,Nordeste
2816,PE,Pernambuco,TAQUARITINGA DO NORTE,Nordeste
2817,PE,Pernambuco,CARPINA,Nordeste
2818,PE,Pernambuco,SANTA MARIA DO CAMBUCA,Nordeste
2819,PE,Pernambuco,OROBO,Nordeste
2820,PE,Pernambuco,FLORES,Nordeste
2821,PE,Pernambuco,CUSTODIA,Nordeste
2822,PE,Pernambuco,TORITAMA,Nordeste
2823,PE,Pernambuco,CABO DE SANTO AGOSTINHO,Nordeste
2824,PE,Pernambuco,SANTA CRUZ DO CAPIBARIBE,Nordeste
2825,PE,Pernambuco,GAMELEIRA,Nordeste
2826,PE,Pernambuco,AGUA PRETA,Nordeste
2827,PE,Pernambuco,ARACOIABA,Nordeste
2828,PE,Pernambuco,LAGOA DO ITAENGA,Nordeste
2829,PE,Pernambuco,ITAQUITINGA,Nordeste
2830,PE,Pernambuco,LAGOA DO OURO,Nordeste
2831,PE,Pernambuco,RIBEIRAO,Nordeste
2832,PE,Pernambuco,VITORIA DE SANTO ANTAO,Nordeste
2833,PE,Pernambuco,RIACHO DAS ALMAS,Nordeste
2834,PE,Pernambuco,IPOJUCA,Nordeste
2835,PE,Pernambuco,BARREIROS,Nordeste
2836,PE,Pernambuco,EXU,Nordeste
2837,PE,Pernambuco,SERRITA,Nordeste
2838,PE,Pernambuco,MOREILANDIA,Nordeste
2839,PE,Pernambuco,AFRANIO,Nordeste
2840,PE,Pernambuco,VERDEJANTE,Nordeste
2841,PE,Pernambuco,PARNAMIRIM,Nordeste
2842,PE,Pernambuco,SERTANIA,Nordeste
2843,PE,Pernambuco,NAZARE DA MATA,Nordeste
2844,PE,Pernambuco,MARAIAL,Nordeste
2845,PE,Pernambuco,CATENDE,Nordeste
2846,PE,Pernambuco,BARRA DE GUABIRABA,Nordeste
2847,PE,Pernambuco,SAO BENTO DO UNA,Nordeste
2848,PE,Pernambuco,BELO JARDIM,Nordeste
2849,PE,Pernambuco,IBIMIRIM,Nordeste
2850,PE,Pernambuco,ABREU E LIMA,Nordeste
2851,PE,Pernambuco,CORTES,Nordeste
2852,PE,Pernambuco,TIMBAUBA,Nordeste
2853,PE,Pernambuco,TAMANDARE,Nordeste
2854,PE,Pernambuco,CACHOEIRINHA,Nordeste
2855,PE,Pernambuco,BOM CONSELHO,Nordeste
2856,PE,Pernambuco,MORENO,Nordeste
2857,PE,Pernambuco,SAO VICENTE FERRER,Nordeste
2858,PE,Pernambuco,TABIRA,Nordeste
2859,PE,Pernambuco,JOAO ALFREDO,Nordeste
2860,PE,Pernambuco,BOM JARDIM,Nordeste
2861,PE,Pernambuco,CALCADO,Nordeste
2862,PE,Pernambuco,BUENOS AIRES,Nordeste
2863,PE,Pernambuco,TRIUNFO,Nordeste
2864,PE,Pernambuco,BREJO DA MADRE DE DEUS,Nordeste
2865,PE,Pernambuco,CAETES,Nordeste
2866,PE,Pernambuco,SAO JOSE DO EGITO,Nordeste
2867,PE,Pernambuco,CAMOCIM DE SAO FELIX,Nordeste
2868,PE,Pernambuco,CAMARAGIBE,Nordeste
2869,PE,Pernambuco,RIO FORMOSO,Nordeste
2870,PE,Pernambuco,JUPI,Nordeste
2871,PE,Pernambuco,GRAVATA,Nordeste
2872,PE,Pernambuco,IGUARACI,Nordeste
2873,PE,Pernambuco,PARANATAMA,Nordeste
2874,PE,Pernambuco,PESQUEIRA,Nordeste
2875,PE,Pernambuco,SAO CAITANO,Nordeste
2876,PE,Pernambuco,PANELAS,Nordeste
2877,PE,Pernambuco,POMBOS,Nordeste
2878,PE,Pernambuco,TERRA NOVA,Nordeste
2879,PE,Pernambuco,ALTINHO,Nordeste
2880,PE,Pernambuco,LIMOEIRO,Nordeste
2881,PE,Pernambuco,LAJEDO,Nordeste
2882,PE,Pernambuco,GLORIA DO GOITA,Nordeste
2883,PE,Pernambuco,CUMARU,Nordeste
2884,PE,Pernambuco,JOAQUIM NABUCO,Nordeste
2885,PE,Pernambuco,CEDRO,Nordeste
2886,PE,Pernambuco,CALUMBI,Nordeste
2887,PE,Pernambuco,CABROBO,Nordeste
2888,PE,Pernambuco,MACHADOS,Nordeste
2889,PE,Pernambuco,CAMUTANGA,Nordeste
2890,PE,Pernambuco,VERTENTES,Nordeste
2891,PE,Pernambuco,ITAPISSUMA,Nordeste
2892,PE,Pernambuco,JATOBA,Nordeste
2893,PE,Pernambuco,CORRENTES,Nordeste
2894,PE,Pernambuco,TEREZINHA,Nordeste
2895,PE,Pernambuco,LAGOA GRANDE,Nordeste
2896,PE,Pernambuco,CONDADO,Nordeste
2897,PE,Pernambuco,TRACUNHAEM,Nordeste
2898,PE,Pernambuco,PRIMAVERA,Nordeste
2899,PE,Pernambuco,CANHOTINHO,Nordeste
2900,PE,Pernambuco,ALIANCA,Nordeste
2901,PE,Pernambuco,FREI MIGUELINHO,Nordeste
2902,PE,Pernambuco,BETANIA,Nordeste
2903,PE,Pernambuco,TUPARETAMA,Nordeste
2904,PE,Pernambuco,FEIRA NOVA,Nordeste
2905,PE,Pernambuco,VENTUROSA,Nordeste
2906,PE,Pernambuco,SAIRE,Nordeste
2907,PE,Pernambuco,MIRANDIBA,Nordeste
2908,PE,Pernambuco,SANTA CRUZ DA BAIXA VERDE,Nordeste
2909,PE,Pernambuco,LAGOA DO CARRO,Nordeste
2910,PE,Pernambuco,POCAO,Nordeste
2911,PE,Pernambuco,JUCATI,Nordeste
2912,PE,Pernambuco,ITAPETIM,Nordeste
2913,PE,Pernambuco,SANTA MARIA DA BOA VISTA,Nordeste
2914,PE,Pernambuco,AMARAJI,Nordeste
2915,PE,Pernambuco,SAO JOAO,Nordeste
2916,PE,Pernambuco,TACAIMBO,Nordeste
2917,PE,Pernambuco,ANGELIM,Nordeste
2918,PE,Pernambuco,BELEM DE SAO FRANCISCO,Nordeste
2919,PE,Pernambuco,CHA GRANDE,Nordeste
2920,PE,Pernambuco,SAO JOAQUIM DO MONTE,Nordeste
2921,PE,Pernambuco,FERREIROS,Nordeste
2922,PE,Pernambuco,PASSIRA,Nordeste
2923,PE,Pernambuco,SANTA TEREZINHA,Nordeste
2924,PE,Pernambuco,IATI,Nordeste
2925,PE,Pernambuco,LAGOA DOS GATOS,Nordeste
2926,PE,Pernambuco,FLORESTA,Nordeste
2927,PE,Pernambuco,AGUAS BELAS,Nordeste
2928,PE,Pernambuco,BREJAO,Nordeste
2929,PE,Pernambuco,DORMENTES,Nordeste
2930,PE,Pernambuco,SALGADINHO,Nordeste
2931,PE,Pernambuco,JAQUEIRA,Nordeste
2932,PE,Pernambuco,ITACURUBA,Nordeste
2933,PE,Pernambuco,BREJINHO,Nordeste
2934,PE,Pernambuco,SALOA,Nordeste
2935,PE,Pernambuco,SANTA CRUZ,Nordeste
2936,PE,Pernambuco,JUREMA,Nordeste
2937,PE,Pernambuco,CHA DE ALEGRIA,Nordeste
2938,PE,Pernambuco,SAO BENEDITO DO SUL,Nordeste
2939,PE,Pernambuco,GRANITO,Nordeste
2940,PE,Pernambuco,CARNAUBEIRA DA PENHA,Nordeste
2941,PE,Pernambuco,SANTA FILOMENA,Nordeste
2942,PE,Pernambuco,TACARATU,Nordeste
2943,PE,Pernambuco,CAPOEIRAS,Nordeste
2944,PE,Pernambuco,OROCO,Nordeste
2945,PE,Pernambuco,JATAUBA,Nordeste
2946,PE,Pernambuco,SANHARO,Nordeste
2947,PE,Pernambuco,CARNAIBA,Nordeste
2948,PE,Pernambuco,PALMEIRINA,Nordeste
2949,PE,Pernambuco,IBIRAJUBA,Nordeste
2950,PE,Pernambuco,SOLIDAO,Nordeste
2951,PE,Pernambuco,QUIXABA,Nordeste
2952,PI,Piauí,OEIRAS,Nordeste
2953,PI,Piauí,TERESINA,Nordeste
2954,PI,Piauí,ESPERANTINA,Nordeste
2955,PI,Piauí,SANTANA DO PIAUI,Nordeste
2956,PI,Piauí,PEDRO II,Nordeste
2957,PI,Piauí,SAO RAIMUNDO NONATO,Nordeste
2958,PI,Piauí,ALTO LONGA,Nordeste
2959,PI,Piauí,BRASILEIRA,Nordeste
2960,PI,Piauí,ASSUNCAO DO PIAUI,Nordeste
2961,PI,Piauí,PICOS,Nordeste
2962,PI,Piauí,CAJUEIRO DA PRAIA,Nordeste
2963,PI,Piauí,CURIMATA,Nordeste
2964,PI,Piauí,PIRACURUCA,Nordeste
2965,PI,Piauí,ALTOS,Nordeste
2966,PI,Piauí,SANTA LUZ,Nordeste
2967,PI,Piauí,PIRIPIRI,Nordeste
2968,PI,Piauí,CASTELO DO PIAUI,Nordeste
2969,PI,Piauí,PIMENTEIRAS,Nordeste
2970,PI,Piauí,SAO JOAO DO PIAUI,Nordeste
2971,PI,Piauí,JOSE DE FREITAS,Nordeste
2972,PI,Piauí,CALDEIRAO GRANDE DO PIAUI,Nordeste
2973,PI,Piauí,PARNAIBA,Nordeste
2974,PI,Piauí,ELISEU MARTINS,Nordeste
2975,PI,Piauí,CANTO DO BURITI,Nordeste
2976,PI,Piauí,COCAL,Nordeste
2977,PI,Piauí,BONFIM DO PIAUI,Nordeste
2978,PI,Piauí,IPIRANGA DO PIAUI,Nordeste
2979,PI,Piauí,BAIXA GRANDE DO RIBEIRO,Nordeste
2980,PI,Piauí,MORRO CABECA NO TEMPO,Nordeste
2981,PI,Piauí,JAICOS,Nordeste
2982,PI,Piauí,PALMEIRAIS,Nordeste
2983,PI,Piauí,ALEGRETE DO PIAUI,Nordeste
2984,PI,Piauí,PIO IX,Nordeste
2985,PI,Piauí,BARRAS,Nordeste
2986,PI,Piauí,SAO JULIAO,Nordeste
2987,PI,Piauí,LUIS CORREIA,Nordeste
2988,PI,Piauí,INHUMA,Nordeste
2989,PI,Piauí,BOM JESUS,Nordeste
2990,PI,Piauí,CRISTINO CASTRO,Nordeste
2991,PI,Piauí,MANOEL EMIDIO,Nordeste
2992,PI,Piauí,SAO JOAO DA FRONTEIRA,Nordeste
2993,PI,Piauí,BURITI DOS LOPES,Nordeste
2994,PI,Piauí,PARNAGUA,Nordeste
2995,PI,Piauí,AMARANTE,Nordeste
2996,PI,Piauí,SIMOES,Nordeste
2997,PI,Piauí,CAMPO MAIOR,Nordeste
2998,PI,Piauí,DOMINGOS MOURAO,Nordeste
2999,PI,Piauí,SAO MIGUEL DO TAPUIO,Nordeste
3000,PI,Piauí,SAO JOAO DA SERRA,Nordeste
3001,PI,Piauí,JATOBA DO PIAUI,Nordeste
3002,PI,Piauí,SIGEFREDO PACHECO,Nordeste
3003,PI,Piauí,FLORIANO,Nordeste
3004,PI,Piauí,AGUA BRANCA,Nordeste
3005,PI,Piauí,MIGUEL ALVES,Nordeste
3006,PI,Piauí,ANGICAL DO PIAUI,Nordeste
3007,PI,Piauí,DOM EXPEDITO LOPES,Nordeste
3008,PI,Piauí,VALENCA DO PIAUI,Nordeste
3009,PI,Piauí,FRANCISCO SANTOS,Nordeste
3010,PI,Piauí,ALVORADA DO GURGUEIA,Nordeste
3011,PI,Piauí,CORONEL JOSE DIAS,Nordeste
3012,PI,Piauí,GUADALUPE,Nordeste
3013,PI,Piauí,LUZILANDIA,Nordeste
3014,PI,Piauí,MATIAS OLIMPIO,Nordeste
3015,PI,Piauí,REGENERACAO,Nordeste
3016,PI,Piauí,ILHA GRANDE,Nordeste
3017,PI,Piauí,VARZEA GRANDE,Nordeste
3018,PI,Piauí,UNIAO,Nordeste
3019,PI,Piauí,SANTA FILOMENA,Nordeste
3020,PI,Piauí,CORRENTE,Nordeste
3021,PI,Piauí,REDENCAO DO GURGUEIA,Nordeste
3022,PI,Piauí,GILBUES,Nordeste
3023,PI,Piauí,PORTO,Nordeste
3024,PI,Piauí,JOAQUIM PIRES,Nordeste
3025,PI,Piauí,FARTURA DO PIAUI,Nordeste
3026,PI,Piauí,SAO LOURENCO DO PIAUI,Nordeste
3027,PI,Piauí,URUCUI,Nordeste
3028,PI,Piauí,MIGUEL LEAO,Nordeste
3029,PI,Piauí,DEMERVAL LOBAO,Nordeste
3030,PI,Piauí,BOA HORA,Nordeste
3031,PI,Piauí,SANTA CRUZ DOS MILAGRES,Nordeste
3032,PI,Piauí,CAJAZEIRAS DO PIAUI,Nordeste
3033,PI,Piauí,MARCOLANDIA,Nordeste
3034,PI,Piauí,GUARIBAS,Nordeste
3035,PI,Piauí,SAO GONCALO DO GURGUEIA,Nordeste
3036,PI,Piauí,LANDRI SALES,Nordeste
3037,PI,Piauí,MONSENHOR GIL,Nordeste
3038,PI,Piauí,DIRCEU ARCOVERDE,Nordeste
3039,PI,Piauí,LAGOA DE SAO FRANCISCO,Nordeste
3040,PI,Piauí,BARREIRAS DO PIAUI,Nordeste
3041,PI,Piauí,CANAVIEIRA,Nordeste
3042,PI,Piauí,DOM INOCENCIO,Nordeste
3043,PI,Piauí,CURRAIS,Nordeste
3044,PI,Piauí,FRONTEIRAS,Nordeste
3045,PI,Piauí,TAMBORIL DO PIAUI,Nordeste
3046,PI,Piauí,VARZEA BRANCA,Nordeste
3047,PI,Piauí,CARACOL,Nordeste
3048,PI,Piauí,JUREMA,Nordeste
3049,PI,Piauí,JOAO COSTA,Nordeste
3050,PI,Piauí,BREJO DO PIAUI,Nordeste
3051,PI,Piauí,BENEDITINOS,Nordeste
3052,PI,Piauí,PRATA DO PIAUI,Nordeste
3053,PI,Piauí,PAULISTANA,Nordeste
3054,PI,Piauí,ACAUA,Nordeste
3055,PI,Piauí,MARCOS PARENTE,Nordeste
3056,PI,Piauí,CRISTALANDIA DO PIAUI,Nordeste
3057,PI,Piauí,HUGO NAPOLEAO,Nordeste
3058,PI,Piauí,LAGOINHA DO PIAUI,Nordeste
3059,PI,Piauí,SAO JOAO DO ARRAIAL,Nordeste
3060,PI,Piauí,MORRO DO CHAPEU DO PIAUI,Nordeste
3061,PI,Piauí,BERTOLINIA,Nordeste
3062,PI,Piauí,JERUMENHA,Nordeste
3063,PI,Piauí,FLORES DO PIAUI,Nordeste
3064,PI,Piauí,NAZARE DO PIAUI,Nordeste
3065,PI,Piauí,ITAUEIRA,Nordeste
3066,PI,Piauí,SIMPLICIO MENDES,Nordeste
3067,PI,Piauí,ELESBAO VELOSO,Nordeste
3068,PI,Piauí,PASSAGEM FRANCA DO PIAUI,Nordeste
3069,PI,Piauí,SANTO INACIO DO PIAUI,Nordeste
3070,PI,Piauí,MONTE ALEGRE DO PIAUI,Nordeste
3071,PI,Piauí,RIACHO FRIO,Nordeste
3072,PI,Piauí,JULIO BORGES,Nordeste
3073,PI,Piauí,SAO GONCALO DO PIAUI,Nordeste
3074,PI,Piauí,RIO GRANDE DO PIAUI,Nordeste
3075,PI,Piauí,SAO FRANCISCO DO PIAUI,Nordeste
3076,PI,Piauí,GEMINIANO,Nordeste
3077,PI,Piauí,VILA NOVA DO PIAUI,Nordeste
3078,PI,Piauí,MONSENHOR HIPOLITO,Nordeste
3079,PI,Piauí,ISAIAS COELHO,Nordeste
3080,PI,Piauí,ITAINOPOLIS,Nordeste
3081,PI,Piauí,BATALHA,Nordeste
3082,PI,Piauí,COLONIA DO GURGUEIA,Nordeste
3083,PI,Piauí,PAVUSSU,Nordeste
3084,PI,Piauí,SAO MIGUEL DO FIDALGO,Nordeste
3085,PI,Piauí,SAO BRAZ DO PIAUI,Nordeste
3086,PI,Piauí,MILTON BRANDAO,Nordeste
3087,PI,Piauí,SAO JOSE DO DIVINO,Nordeste
3088,PI,Piauí,JUAZEIRO DO PIAUI,Nordeste
3089,PI,Piauí,CURRALINHOS,Nordeste
3090,PI,Piauí,SAO PEDRO DO PIAUI,Nordeste
3091,PI,Piauí,AVELINO LOPES,Nordeste
3092,PI,Piauí,AROAZES,Nordeste
3093,PI,Piauí,ANISIO DE ABREU,Nordeste
3094,PI,Piauí,BARRO DURO,Nordeste
3095,PI,Piauí,CARAUBAS DO PIAUI,Nordeste
3096,PI,Piauí,NOSSA SENHORA DE NAZARE,Nordeste
3097,PI,Piauí,AROEIRAS DO ITAIM,Nordeste
3098,PI,Piauí,NAZARIA,Nordeste
3099,PI,Piauí,PAES LANDIM,Nordeste
3100,PI,Piauí,CABECEIRAS DO PIAUI,Nordeste
3101,PI,Piauí,JARDIM DO MULATO,Nordeste
3102,PI,Piauí,BOM PRINCIPIO DO PIAUI,Nordeste
3103,PI,Piauí,CAPITAO DE CAMPOS,Nordeste
3104,PI,Piauí,SEBASTIAO BARROS,Nordeste
3105,PI,Piauí,SAO MIGUEL DA BAIXA GRANDE,Nordeste
3106,PI,Piauí,SEBASTIAO LEAL,Nordeste
3107,PI,Piauí,ANTONIO ALMEIDA,Nordeste
3108,PI,Piauí,RIBEIRA DO PIAUI,Nordeste
3109,PI,Piauí,RIBEIRO GONCALVES,Nordeste
3110,PI,Piauí,SAO JOSE DO PEIXE,Nordeste
3111,PI,Piauí,CAMPO LARGO DO PIAUI,Nordeste
3112,PI,Piauí,AGRICOLANDIA,Nordeste
3113,PI,Piauí,MURICI DOS PORTELAS,Nordeste
3114,PI,Piauí,COLONIA DO PIAUI,Nordeste
3115,PI,Piauí,VERA MENDES,Nordeste
3116,PI,Piauí,PAQUETA,Nordeste
3117,PI,Piauí,PATOS DO PIAUI,Nordeste
3118,PI,Piauí,FRANCINOPOLIS,Nordeste
3119,PI,Piauí,LAGOA DO PIAUI,Nordeste
3120,PI,Piauí,NOVA SANTA RITA,Nordeste
3121,PI,Piauí,QUEIMADA NOVA,Nordeste
3122,PI,Piauí,SANTO ANTONIO DE LISBOA,Nordeste
3123,PI,Piauí,PADRE MARCOS,Nordeste
3124,PI,Piauí,NOSSA SENHORA DOS REMEDIOS,Nordeste
3125,PI,Piauí,JOCA MARQUES,Nordeste
3126,PI,Piauí,PORTO ALEGRE DO PIAUI,Nordeste
3127,PI,Piauí,JACOBINA DO PIAUI,Nordeste
3128,PI,Piauí,BOQUEIRAO DO PIAUI,Nordeste
3129,PI,Piauí,CAXINGO,Nordeste
3130,PI,Piauí,PALMEIRA DO PIAUI,Nordeste
3131,PI,Piauí,CARIDADE DO PIAUI,Nordeste
3132,PI,Piauí,LAGOA ALEGRE,Nordeste
3133,PI,Piauí,PAJEU DO PIAUI,Nordeste
3134,PI,Piauí,FRANCISCO AYRES,Nordeste
3135,PI,Piauí,SANTA ROSA DO PIAUI,Nordeste
3136,PI,Piauí,LAGOA DO SITIO,Nordeste
3137,PI,Piauí,CONCEICAO DO CANINDE,Nordeste
3138,PI,Piauí,COCAL DE TELHA,Nordeste
3139,PI,Piauí,COCAL DOS ALVES,Nordeste
3140,PI,Piauí,NOVO SANTO ANTONIO,Nordeste
3141,PI,Piauí,BURITI DOS MONTES,Nordeste
3142,PI,Piauí,SAO JOAO DA VARJOTA,Nordeste
3143,PI,Piauí,SAO JOSE DO PIAUI,Nordeste
3144,PI,Piauí,SUSSUAPARA,Nordeste
3145,PI,Piauí,SANTA CRUZ DO PIAUI,Nordeste
3146,PI,Piauí,ALAGOINHA DO PIAUI,Nordeste
3147,PI,Piauí,SAO JOAO DA CANABRAVA,Nordeste
3148,PI,Piauí,SAO FELIX DO PIAUI,Nordeste
3149,PI,Piauí,SAO LUIS DO PIAUI,Nordeste
3150,PI,Piauí,SAO FRANCISCO DE ASSIS DO PIAUI,Nordeste
3151,PI,Piauí,CAMPO GRANDE DO PIAUI,Nordeste
3152,PI,Piauí,WALL FERRAZ,Nordeste
3153,PI,Piauí,BELA VISTA DO PIAUI,Nordeste
3154,PI,Piauí,COIVARAS,Nordeste
3155,PI,Piauí,CAMPO ALEGRE DO FIDALGO,Nordeste
3156,PI,Piauí,LAGOA DO BARRO DO PIAUI,Nordeste
3157,PI,Piauí,ARRAIAL,Nordeste
3158,PI,Piauí,FRANCISCO MACEDO,Nordeste
3159,PI,Piauí,TANQUE DO PIAUI,Nordeste
3160,PI,Piauí,SOCORRO DO PIAUI,Nordeste
3161,PI,Piauí,MASSAPE DO PIAUI,Nordeste
3162,PI,Piauí,BETANIA DO PIAUI,Nordeste
3163,PI,Piauí,BELEM DO PIAUI,Nordeste
3164,PI,Piauí,OLHO D'AGUA DO PIAUI,Nordeste
3165,PI,Piauí,PAU D'ARCO DO PIAUI,Nordeste
3166,PI,Piauí,PEDRO LAURENTINO,Nordeste
3167,PI,Piauí,CURRAL NOVO DO PIAUI,Nordeste
3168,PI,Piauí,CAPITAO GERVASIO OLIVEIRA,Nordeste
3169,PI,Piauí,NOVO ORIENTE DO PIAUI,Nordeste
3170,PI,Piauí,BARRA D'ALCANTARA,Nordeste
3171,PR,Paraná,APUCARANA,Sul
3172,PR,Paraná,PARANAGUA,Sul
3173,PR,Paraná,CURITIBA,Sul
3174,PR,Paraná,NOVA LARANJEIRAS,Sul
3175,PR,Paraná,PINHAO,Sul
3176,PR,Paraná,PRUDENTOPOLIS,Sul
3177,PR,Paraná,PRIMEIRO DE MAIO,Sul
3178,PR,Paraná,FOZ DO IGUACU,Sul
3179,PR,Paraná,ARAPONGAS,Sul
3180,PR,Paraná,MARINGA,Sul
3181,PR,Paraná,GUARAQUECABA,Sul
3182,PR,Paraná,CASCAVEL,Sul
3183,PR,Paraná,CORONEL DOMINGOS SOARES,Sul
3184,PR,Paraná,SERRANOPOLIS DO IGUACU,Sul
3185,PR,Paraná,RESERVA DO IGUACU,Sul
3186,PR,Paraná,MATELANDIA,Sul
3187,PR,Paraná,PALMAS,Sul
3188,PR,Paraná,PINHAIS,Sul
3189,PR,Paraná,MARIALVA,Sul
3190,PR,Paraná,UMUARAMA,Sul
3191,PR,Paraná,BITURUNA,Sul
3192,PR,Paraná,PONTA GROSSA,Sul
3193,PR,Paraná,FAZENDA RIO GRANDE,Sul
3194,PR,Paraná,SAO MIGUEL DO IGUACU,Sul
3195,PR,Paraná,GUARAPUAVA,Sul
3196,PR,Paraná,INAJA,Sul
3197,PR,Paraná,INACIO MARTINS,Sul
3198,PR,Paraná,HONORIO SERPA,Sul
3199,PR,Paraná,SAO JOSE DOS PINHAIS,Sul
3200,PR,Paraná,CAPANEMA,Sul
3201,PR,Paraná,ALTO PARAISO,Sul
3202,PR,Paraná,IMBITUVA,Sul
3203,PR,Paraná,ANDIRA,Sul
3204,PR,Paraná,LONDRINA,Sul
3205,PR,Paraná,TEIXEIRA SOARES,Sul
3206,PR,Paraná,SAO MATEUS DO SUL,Sul
3207,PR,Paraná,CAMPO LARGO,Sul
3208,PR,Paraná,CAMPINA GRANDE DO SUL,Sul
3209,PR,Paraná,JAPIRA,Sul
3210,PR,Paraná,CAMPO MOURAO,Sul
3211,PR,Paraná,CASTRO,Sul
3212,PR,Paraná,TOLEDO,Sul
3213,PR,Paraná,GENERAL CARNEIRO,Sul
3214,PR,Paraná,IRATI,Sul
3215,PR,Paraná,CORONEL VIVIDA,Sul
3216,PR,Paraná,BOM SUCESSO,Sul
3217,PR,Paraná,ADRIANOPOLIS,Sul
3218,PR,Paraná,UNIAO DA VITORIA,Sul
3219,PR,Paraná,ORTIGUEIRA,Sul
3220,PR,Paraná,PARANAVAI,Sul
3221,PR,Paraná,SENGES,Sul
3222,PR,Paraná,TERRA RICA,Sul
3223,PR,Paraná,BOA ESPERANCA,Sul
3224,PR,Paraná,JOAQUIM TAVORA,Sul
3225,PR,Paraná,ARAUCARIA,Sul
3226,PR,Paraná,IBEMA,Sul
3227,PR,Paraná,SARANDI,Sul
3228,PR,Paraná,SERTANOPOLIS,Sul
3229,PR,Paraná,CANDIDO DE ABREU,Sul
3230,PR,Paraná,CAMBE,Sul
3231,PR,Paraná,BELA VISTA DO PARAISO,Sul
3232,PR,Paraná,ALMIRANTE TAMANDARE,Sul
3233,PR,Paraná,GOIOERE,Sul
3234,PR,Paraná,ALTONIA,Sul
3235,PR,Paraná,BARRACAO,Sul
3236,PR,Paraná,ENTRE RIOS DO OESTE,Sul
3237,PR,Paraná,RIO BRANCO DO SUL,Sul
3238,PR,Paraná,CIANORTE,Sul
3239,PR,Paraná,CHOPINZINHO,Sul
3240,PR,Paraná,DIAMANTE DO NORTE,Sul
3241,PR,Paraná,IBIPORA,Sul
3242,PR,Paraná,SANTA FE,Sul
3243,PR,Paraná,PIRAI DO SUL,Sul
3244,PR,Paraná,GUAIRA,Sul
3245,PR,Paraná,ICARAIMA,Sul
3246,PR,Paraná,IBAITI,Sul
3247,PR,Paraná,MANGUEIRINHA,Sul
3248,PR,Paraná,JANDAIA DO SUL,Sul
