pk_tempo,data,ano,mes,dia,trimestre,diaSemana
4701,1996-12-17,1996,12,17,4,Tuesday
4149,1996-12-18,1996,12,18,4,Wednesday
6569,1996-12-19,1996,12,19,4,Thursday
1591,1996-12-20,1996,12,20,4,Friday
1592,1996-12-21,1996,12,21,4,Saturday
1593,1996-12-22,1996,12,22,4,Sunday
6568,1996-12-23,1996,12,23,4,Monday
12744,1996-12-24,1996,12,24,4,Tuesday
12918,1996-12-25,1996,12,25,4,Wednesday
8543,1996-12-26,1996,12,26,4,Thursday
4666,1996-12-27,1996,12,27,4,Friday
4672,1996-12-28,1996,12,28,4,Saturday
4667,1996-12-29,1996,12,29,4,Sunday
6147,1996-12-30,1996,12,30,4,Monday
1594,1996-12-31,1996,12,31,4,Tuesday
6148,1997-01-01,1997,1,1,1,Wednesday
4740,1997-01-02,1997,1,2,1,Thursday
6576,1997-01-03,1997,1,3,1,Friday
6921,1997-01-04,1997,1,4,1,Saturday
6922,1997-01-05,1997,1,5,1,Sunday
1609,1997-01-06,1997,1,6,1,Monday
6577,1997-01-07,1997,1,7,1,Tuesday
6911,1997-01-08,1997,1,8,1,Wednesday
4673,1997-01-09,1997,1,9,1,Thursday
6912,1997-01-10,1997,1,10,1,Friday
6575,1997-01-11,1997,1,11,1,Saturday
6841,1997-01-12,1997,1,12,1,Sunday
1537,1997-01-13,1997,1,13,1,Monday
4741,1997-01-14,1997,1,14,1,Tuesday
4702,1997-01-15,1997,1,15,1,Wednesday
4703,1997-01-16,1997,1,16,1,Thursday
4139,1997-01-17,1997,1,17,1,Friday
6934,1997-01-18,1997,1,18,1,Saturday
9341,1997-01-19,1997,1,19,1,Sunday
1610,1997-01-20,1997,1,20,1,Monday
4698,1997-01-21,1997,1,21,1,Tuesday
4727,1997-01-22,1997,1,22,1,Wednesday
1611,1997-01-23,1997,1,23,1,Thursday
6163,1997-01-24,1997,1,24,1,Friday
6924,1997-01-25,1997,1,25,1,Saturday
9343,1997-01-26,1997,1,26,1,Sunday
1612,1997-01-27,1997,1,27,1,Monday
6164,1997-01-28,1997,1,28,1,Tuesday
6605,1997-01-29,1997,1,29,1,Wednesday
4728,1997-01-30,1997,1,30,1,Thursday
6151,1997-01-31,1997,1,31,1,Friday
4674,1997-02-01,1997,2,1,1,Saturday
912,1997-02-02,1997,2,2,1,Sunday
1619,1997-02-03,1997,2,3,1,Monday
6925,1997-02-04,1997,2,4,1,Tuesday
1583,1997-02-05,1997,2,5,1,Wednesday
8680,1997-02-06,1997,2,6,1,Thursday
6894,1997-02-07,1997,2,7,1,Friday
11161,1997-02-08,1997,2,8,1,Saturday
11160,1997-02-09,1997,2,9,1,Sunday
1554,1997-02-10,1997,2,10,1,Monday
11137,1997-02-11,1997,2,11,1,Tuesday
11412,1997-02-12,1997,2,12,1,Wednesday
6604,1997-02-13,1997,2,13,1,Thursday
1555,1997-02-14,1997,2,14,1,Friday
11688,1997-02-15,1997,2,15,1,Saturday
11138,1997-02-16,1997,2,16,1,Sunday
1595,1997-02-17,1997,2,17,1,Monday
1009,1997-02-18,1997,2,18,1,Tuesday
4118,1997-02-19,1997,2,19,1,Wednesday
1620,1997-02-20,1997,2,20,1,Thursday
4119,1997-02-21,1997,2,21,1,Friday
8553,1997-02-22,1997,2,22,1,Saturday
8552,1997-02-23,1997,2,23,1,Sunday
1556,1997-02-24,1997,2,24,1,Monday
1584,1997-02-25,1997,2,25,1,Tuesday
6570,1997-02-26,1997,2,26,1,Wednesday
8294,1997-02-27,1997,2,27,1,Thursday
1624,1997-02-28,1997,2,28,1,Friday
8657,1997-03-01,1997,3,1,1,Saturday
12850,1997-03-02,1997,3,2,1,Sunday
1557,1997-03-03,1997,3,3,1,Monday
8288,1997-03-04,1997,3,4,1,Tuesday
9336,1997-03-05,1997,3,5,1,Wednesday
4150,1997-03-06,1997,3,6,1,Thursday
4729,1997-03-07,1997,3,7,1,Friday
6165,1997-03-08,1997,3,8,1,Saturday
8555,1997-03-09,1997,3,9,1,Sunday
8280,1997-03-10,1997,3,10,1,Monday
6156,1997-03-11,1997,3,11,1,Tuesday
4730,1997-03-12,1997,3,12,1,Wednesday
4750,1997-03-13,1997,3,13,1,Thursday
4731,1997-03-14,1997,3,14,1,Friday
6573,1997-03-15,1997,3,15,1,Saturday
6157,1997-03-16,1997,3,16,1,Sunday
1538,1997-03-17,1997,3,17,1,Monday
4752,1997-03-18,1997,3,18,1,Tuesday
4732,1997-03-19,1997,3,19,1,Wednesday
6914,1997-03-20,1997,3,20,1,Thursday
4753,1997-03-21,1997,3,21,1,Friday
6158,1997-03-22,1997,3,22,1,Saturday
6557,1997-03-23,1997,3,23,1,Sunday
1558,1997-03-24,1997,3,24,1,Monday
6582,1997-03-25,1997,3,25,1,Tuesday
1559,1997-03-26,1997,3,26,1,Wednesday
6574,1997-03-27,1997,3,27,1,Thursday
9900,1997-03-28,1997,3,28,1,Friday
6033,1997-03-29,1997,3,29,1,Saturday
10755,1997-03-30,1997,3,30,1,Sunday
6551,1997-03-31,1997,3,31,1,Monday
896,1997-04-01,1997,4,1,2,Tuesday
4751,1997-04-02,1997,4,2,2,Wednesday
8287,1997-04-03,1997,4,3,2,Thursday
3441,1997-04-04,1997,4,4,2,Friday
8285,1997-04-05,1997,4,5,2,Saturday
8551,1997-04-06,1997,4,6,2,Sunday
1441,1997-04-07,1997,4,7,2,Monday
1504,1997-04-08,1997,4,8,2,Tuesday
4675,1997-04-09,1997,4,9,2,Wednesday
4708,1997-04-10,1997,4,10,2,Thursday
6541,1997-04-11,1997,4,11,2,Friday
11687,1997-04-12,1997,4,12,2,Saturday
8681,1997-04-13,1997,4,13,2,Sunday
4668,1997-04-14,1997,4,14,2,Monday
4676,1997-04-15,1997,4,15,2,Tuesday
9008,1997-04-16,1997,4,16,2,Wednesday
4709,1997-04-17,1997,4,17,2,Thursday
1539,1997-04-18,1997,4,18,2,Friday
1442,1997-04-19,1997,4,19,2,Saturday
8916,1997-04-20,1997,4,20,2,Sunday
8641,1997-04-21,1997,4,21,2,Monday
1560,1997-04-22,1997,4,22,2,Tuesday
6915,1997-04-23,1997,4,23,2,Wednesday
4743,1997-04-24,1997,4,24,2,Thursday
1598,1997-04-25,1997,4,25,2,Friday
8574,1997-04-26,1997,4,26,2,Saturday
9734,1997-04-27,1997,4,27,2,Sunday
6932,1997-04-28,1997,4,28,2,Monday
1514,1997-04-29,1997,4,29,2,Tuesday
1561,1997-04-30,1997,4,30,2,Wednesday
1515,1997-05-01,1997,5,1,2,Thursday
1430,1997-05-02,1997,5,2,2,Friday
6831,1997-05-03,1997,5,3,2,Saturday
9857,1997-05-04,1997,5,4,2,Sunday
1431,1997-05-05,1997,5,5,2,Monday
6926,1997-05-06,1997,5,6,2,Tuesday
1432,1997-05-07,1997,5,7,2,Wednesday
4754,1997-05-08,1997,5,8,2,Thursday
6897,1997-05-09,1997,5,9,2,Friday
4660,1997-05-10,1997,5,10,2,Saturday
6896,1997-05-11,1997,5,11,2,Sunday
6029,1997-05-12,1997,5,12,2,Monday
4677,1997-05-13,1997,5,13,2,Tuesday
4120,1997-05-14,1997,5,14,2,Wednesday
6024,1997-05-15,1997,5,15,2,Thursday
4745,1997-05-16,1997,5,16,2,Friday
10736,1997-05-17,1997,5,17,2,Saturday
11742,1997-05-18,1997,5,18,2,Sunday
130,1997-05-19,1997,5,19,2,Monday
1456,1997-05-20,1997,5,20,2,Tuesday
1457,1997-05-21,1997,5,21,2,Wednesday
3432,1997-05-22,1997,5,22,2,Thursday
4744,1997-05-23,1997,5,23,2,Friday
12877,1997-05-24,1997,5,24,2,Saturday
12878,1997-05-25,1997,5,25,2,Sunday
6895,1997-05-26,1997,5,26,2,Monday
1458,1997-05-27,1997,5,27,2,Tuesday
8286,1997-05-28,1997,5,28,2,Wednesday
8723,1997-05-29,1997,5,29,2,Thursday
6552,1997-05-30,1997,5,30,2,Friday
9438,1997-05-31,1997,5,31,2,Saturday
11030,1997-06-01,1997,6,1,2,Sunday
4755,1997-06-02,1997,6,2,2,Monday
1613,1997-06-03,1997,6,3,2,Tuesday
1461,1997-06-04,1997,6,4,2,Wednesday
6387,1997-06-05,1997,6,5,2,Thursday
1532,1997-06-06,1997,6,6,2,Friday
1459,1997-06-07,1997,6,7,2,Saturday
13065,1997-06-08,1997,6,8,2,Sunday
1443,1997-06-09,1997,6,9,2,Monday
1533,1997-06-10,1997,6,10,2,Tuesday
957,1997-06-11,1997,6,11,2,Wednesday
6602,1997-06-12,1997,6,12,2,Thursday
958,1997-06-13,1997,6,13,2,Friday
3445,1997-06-14,1997,6,14,2,Saturday
6018,1997-06-15,1997,6,15,2,Sunday
6019,1997-06-16,1997,6,16,2,Monday
4742,1997-06-17,1997,6,17,2,Tuesday
8531,1997-06-18,1997,6,18,2,Wednesday
1534,1997-06-19,1997,6,19,2,Thursday
1444,1997-06-20,1997,6,20,2,Friday
6020,1997-06-21,1997,6,21,2,Saturday
6021,1997-06-22,1997,6,22,2,Sunday
9344,1997-06-23,1997,6,23,2,Monday
1445,1997-06-24,1997,6,24,2,Tuesday
6030,1997-06-25,1997,6,25,2,Wednesday
4710,1997-06-26,1997,6,26,2,Thursday
1005,1997-06-27,1997,6,27,2,Friday
8653,1997-06-28,1997,6,28,2,Saturday
1615,1997-06-29,1997,6,29,2,Sunday
1446,1997-06-30,1997,6,30,2,Monday
1505,1997-07-01,1997,7,1,3,Tuesday
1463,1997-07-02,1997,7,2,3,Wednesday
3438,1997-07-03,1997,7,3,3,Thursday
1460,1997-07-04,1997,7,4,3,Friday
1462,1997-07-05,1997,7,5,3,Saturday
8724,1997-07-06,1997,7,6,3,Sunday
1530,1997-07-07,1997,7,7,3,Monday
897,1997-07-08,1997,7,8,3,Tuesday
1540,1997-07-09,1997,7,9,3,Wednesday
1516,1997-07-10,1997,7,10,3,Thursday
1407,1997-07-11,1997,7,11,3,Friday
1531,1997-07-12,1997,7,12,3,Saturday
1447,1997-07-13,1997,7,13,3,Sunday
1576,1997-07-14,1997,7,14,3,Monday
4711,1997-07-15,1997,7,15,3,Tuesday
1464,1997-07-16,1997,7,16,3,Wednesday
1468,1997-07-17,1997,7,17,3,Thursday
4712,1997-07-18,1997,7,18,3,Friday
1506,1997-07-19,1997,7,19,3,Saturday
11743,1997-07-20,1997,7,20,3,Sunday
6027,1997-07-21,1997,7,21,3,Monday
1465,1997-07-22,1997,7,22,3,Tuesday
1507,1997-07-23,1997,7,23,3,Wednesday
1599,1997-07-24,1997,7,24,3,Thursday
1466,1997-07-25,1997,7,25,3,Friday
6554,1997-07-26,1997,7,26,3,Saturday
6553,1997-07-27,1997,7,27,3,Sunday
4678,1997-07-28,1997,7,28,3,Monday
1585,1997-07-29,1997,7,29,3,Tuesday
8642,1997-07-30,1997,7,30,3,Wednesday
1448,1997-07-31,1997,7,31,3,Thursday
1469,1997-08-01,1997,8,1,3,Friday
1541,1997-08-02,1997,8,2,3,Saturday
6832,1997-08-03,1997,8,3,3,Sunday
8640,1997-08-04,1997,8,4,3,Monday
1542,1997-08-05,1997,8,5,3,Tuesday
1449,1997-08-06,1997,8,6,3,Wednesday
1450,1997-08-07,1997,8,7,3,Thursday
1451,1997-08-08,1997,8,8,3,Friday
1604,1997-08-09,1997,8,9,3,Saturday
6558,1997-08-10,1997,8,10,3,Sunday
1508,1997-08-11,1997,8,11,3,Monday
1543,1997-08-12,1997,8,12,3,Tuesday
4713,1997-08-13,1997,8,13,3,Wednesday
1475,1997-08-14,1997,8,14,3,Thursday
1577,1997-08-15,1997,8,15,3,Friday
1605,1997-08-16,1997,8,16,3,Saturday
9733,1997-08-17,1997,8,17,3,Sunday
1467,1997-08-18,1997,8,18,3,Monday
4715,1997-08-19,1997,8,19,3,Tuesday
1470,1997-08-20,1997,8,20,3,Wednesday
1547,1997-08-21,1997,8,21,3,Thursday
1586,1997-08-22,1997,8,22,3,Friday
8263,1997-08-23,1997,8,23,3,Saturday
9215,1997-08-24,1997,8,24,3,Sunday
1544,1997-08-25,1997,8,25,3,Monday
1408,1997-08-26,1997,8,26,3,Tuesday
1409,1997-08-27,1997,8,27,3,Wednesday
1471,1997-08-28,1997,8,28,3,Thursday
1484,1997-08-29,1997,8,29,3,Friday
1472,1997-08-30,1997,8,30,3,Saturday
11449,1997-08-31,1997,8,31,3,Sunday
956,1997-09-01,1997,9,1,3,Monday
1476,1997-09-02,1997,9,2,3,Tuesday
1477,1997-09-03,1997,9,3,3,Wednesday
1490,1997-09-04,1997,9,4,3,Thursday
1491,1997-09-05,1997,9,5,3,Friday
1483,1997-09-06,1997,9,6,3,Saturday
6023,1997-09-07,1997,9,7,3,Sunday
1410,1997-09-08,1997,9,8,3,Monday
1411,1997-09-09,1997,9,9,3,Tuesday
1412,1997-09-10,1997,9,10,3,Wednesday
1545,1997-09-11,1997,9,11,3,Thursday
1478,1997-09-12,1997,9,12,3,Friday
6032,1997-09-13,1997,9,13,3,Saturday
6031,1997-09-14,1997,9,14,3,Sunday
1413,1997-09-15,1997,9,15,3,Monday
1485,1997-09-16,1997,9,16,3,Tuesday
4679,1997-09-17,1997,9,17,3,Wednesday
4680,1997-09-18,1997,9,18,3,Thursday
1486,1997-09-19,1997,9,19,3,Friday
1479,1997-09-20,1997,9,20,3,Saturday
6028,1997-09-21,1997,9,21,3,Sunday
1535,1997-09-22,1997,9,22,3,Monday
6166,1997-09-23,1997,9,23,3,Tuesday
1480,1997-09-24,1997,9,24,3,Wednesday
1482,1997-09-25,1997,9,25,3,Thursday
1473,1997-09-26,1997,9,26,3,Friday
8700,1997-09-27,1997,9,27,3,Saturday
1578,1997-09-28,1997,9,28,3,Sunday
1579,1997-09-29,1997,9,29,3,Monday
1492,1997-09-30,1997,9,30,3,Tuesday
4733,1997-10-01,1997,10,1,4,Wednesday
1474,1997-10-02,1997,10,2,4,Thursday
8532,1997-10-03,1997,10,3,4,Friday
1601,1997-10-04,1997,10,4,4,Saturday
8682,1997-10-05,1997,10,5,4,Sunday
1509,1997-10-06,1997,10,6,4,Monday
1587,1997-10-07,1997,10,7,4,Tuesday
4714,1997-10-08,1997,10,8,4,Wednesday
1600,1997-10-09,1997,10,9,4,Thursday
1481,1997-10-10,1997,10,10,4,Friday
8281,1997-10-11,1997,10,11,4,Saturday
108,1997-10-12,1997,10,12,4,Sunday
1580,1997-10-13,1997,10,13,4,Monday
4734,1997-10-14,1997,10,14,4,Tuesday
1536,1997-10-15,1997,10,15,4,Wednesday
884,1997-10-16,1997,10,16,4,Thursday
1452,1997-10-17,1997,10,17,4,Friday
6918,1997-10-18,1997,10,18,4,Saturday
11689,1997-10-19,1997,10,19,4,Sunday
1453,1997-10-20,1997,10,20,4,Monday
4140,1997-10-21,1997,10,21,4,Tuesday
1454,1997-10-22,1997,10,22,4,Wednesday
1581,1997-10-23,1997,10,23,4,Thursday
4681,1997-10-24,1997,10,24,4,Friday
4682,1997-10-25,1997,10,25,4,Saturday
11141,1997-10-26,1997,10,26,4,Sunday
1493,1997-10-27,1997,10,27,4,Monday
885,1997-10-28,1997,10,28,4,Tuesday
1582,1997-10-29,1997,10,29,4,Wednesday
3564,1997-10-30,1997,10,30,4,Thursday
8738,1997-10-31,1997,10,31,4,Friday
6034,1997-11-01,1997,11,1,4,Saturday
11127,1997-11-02,1997,11,2,4,Sunday
6835,1997-11-03,1997,11,3,4,Monday
8533,1997-11-04,1997,11,4,4,Tuesday
4683,1997-11-05,1997,11,5,4,Wednesday
6022,1997-11-06,1997,11,6,4,Thursday
6026,1997-11-07,1997,11,7,4,Friday
11031,1997-11-08,1997,11,8,4,Saturday
8534,1997-11-09,1997,11,9,4,Sunday
8636,1997-11-10,1997,11,10,4,Monday
1602,1997-11-11,1997,11,11,4,Tuesday
8655,1997-11-12,1997,11,12,4,Wednesday
1487,1997-11-13,1997,11,13,4,Thursday
6833,1997-11-14,1997,11,14,4,Friday
5761,1997-11-15,1997,11,15,4,Saturday
11686,1997-11-16,1997,11,16,4,Sunday
3446,1997-11-17,1997,11,17,4,Monday
1488,1997-11-18,1997,11,18,4,Tuesday
6025,1997-11-19,1997,11,19,4,Wednesday
8269,1997-11-20,1997,11,20,4,Thursday
1489,1997-11-21,1997,11,21,4,Friday
6933,1997-11-22,1997,11,22,4,Saturday
11140,1997-11-23,1997,11,23,4,Sunday
1546,1997-11-24,1997,11,24,4,Monday
6837,1997-11-25,1997,11,25,4,Tuesday
8290,1997-11-26,1997,11,26,4,Wednesday
1603,1997-11-27,1997,11,27,4,Thursday
1494,1997-11-28,1997,11,28,4,Friday
8727,1997-11-29,1997,11,29,4,Saturday
6836,1997-11-30,1997,11,30,4,Sunday
8291,1997-12-01,1997,12,1,4,Monday
5415,1997-12-02,1997,12,2,4,Tuesday
4684,1997-12-03,1997,12,3,4,Wednesday
8296,1997-12-04,1997,12,4,4,Thursday
8554,1997-12-05,1997,12,5,4,Friday
1455,1997-12-06,1997,12,6,4,Saturday
8612,1997-12-07,1997,12,7,4,Sunday
5731,1997-12-08,1997,12,8,4,Monday
3565,1997-12-09,1997,12,9,4,Tuesday
2298,1997-12-10,1997,12,10,4,Wednesday
4686,1997-12-11,1997,12,11,4,Thursday
4685,1997-12-12,1997,12,12,4,Friday
4687,1997-12-13,1997,12,13,4,Saturday
12460,1997-12-14,1997,12,14,4,Sunday
2324,1997-12-15,1997,12,15,4,Monday
4121,1997-12-16,1997,12,16,4,Tuesday
2384,1997-12-17,1997,12,17,4,Wednesday
2314,1997-12-18,1997,12,18,4,Thursday
8683,1997-12-19,1997,12,19,4,Friday
8696,1997-12-20,1997,12,20,4,Saturday
10537,1997-12-21,1997,12,21,4,Sunday
10539,1997-12-22,1997,12,22,4,Monday
2299,1997-12-23,1997,12,23,4,Tuesday
2300,1997-12-24,1997,12,24,4,Wednesday
12874,1997-12-25,1997,12,25,4,Thursday
10538,1997-12-26,1997,12,26,4,Friday
2301,1997-12-27,1997,12,27,4,Saturday
11006,1997-12-28,1997,12,28,4,Sunday
8643,1997-12-29,1997,12,29,4,Monday
8684,1997-12-30,1997,12,30,4,Tuesday
9556,1997-12-31,1997,12,31,4,Wednesday
11139,1998-01-01,1998,1,1,1,Thursday
5474,1998-01-02,1998,1,2,1,Friday
9557,1998-01-03,1998,1,3,1,Saturday
9492,1998-01-04,1998,1,4,1,Sunday
4764,1998-01-05,1998,1,5,1,Monday
5464,1998-01-06,1998,1,6,1,Tuesday
5739,1998-01-07,1998,1,7,1,Wednesday
5465,1998-01-08,1998,1,8,1,Thursday
5466,1998-01-09,1998,1,9,1,Friday
5740,1998-01-10,1998,1,10,1,Saturday
5741,1998-01-11,1998,1,11,1,Sunday
9201,1998-01-12,1998,1,12,1,Monday
5732,1998-01-13,1998,1,13,1,Tuesday
5742,1998-01-14,1998,1,14,1,Wednesday
3781,1998-01-15,1998,1,15,1,Thursday
3642,1998-01-16,1998,1,16,1,Friday
3640,1998-01-17,1998,1,17,1,Saturday
3641,1998-01-18,1998,1,18,1,Sunday
3782,1998-01-19,1998,1,19,1,Monday
2365,1998-01-20,1998,1,20,1,Tuesday
5733,1998-01-21,1998,1,21,1,Wednesday
5734,1998-01-22,1998,1,22,1,Thursday
2330,1998-01-23,1998,1,23,1,Friday
5467,1998-01-24,1998,1,24,1,Saturday
12024,1998-01-25,1998,1,25,1,Sunday
9307,1998-01-26,1998,1,26,1,Monday
2331,1998-01-27,1998,1,27,1,Tuesday
5416,1998-01-28,1998,1,28,1,Wednesday
2332,1998-01-29,1998,1,29,1,Thursday
9037,1998-01-30,1998,1,30,1,Friday
5700,1998-01-31,1998,1,31,1,Saturday
5760,1998-02-01,1998,2,1,1,Sunday
2333,1998-02-02,1998,2,2,1,Monday
5660,1998-02-03,1998,2,3,1,Tuesday
3783,1998-02-04,1998,2,4,1,Wednesday
5756,1998-02-05,1998,2,5,1,Thursday
5418,1998-02-06,1998,2,6,1,Friday
9497,1998-02-07,1998,2,7,1,Saturday
8659,1998-02-08,1998,2,8,1,Sunday
9040,1998-02-09,1998,2,9,1,Monday
9033,1998-02-10,1998,2,10,1,Tuesday
5735,1998-02-11,1998,2,11,1,Wednesday
2366,1998-02-12,1998,2,12,1,Thursday
9048,1998-02-13,1998,2,13,1,Friday
12477,1998-02-14,1998,2,14,1,Saturday
9047,1998-02-15,1998,2,15,1,Sunday
5422,1998-02-16,1998,2,16,1,Monday
3696,1998-02-17,1998,2,17,1,Tuesday
3709,1998-02-18,1998,2,18,1,Wednesday
3710,1998-02-19,1998,2,19,1,Thursday
3697,1998-02-20,1998,2,20,1,Friday
11052,1998-02-21,1998,2,21,1,Saturday
11058,1998-02-22,1998,2,22,1,Sunday
9559,1998-02-23,1998,2,23,1,Monday
8660,1998-02-24,1998,2,24,1,Tuesday
9542,1998-02-25,1998,2,25,1,Wednesday
8465,1998-02-26,1998,2,26,1,Thursday
3648,1998-02-27,1998,2,27,1,Friday
5736,1998-02-28,1998,2,28,1,Saturday
5743,1998-03-01,1998,3,1,1,Sunday
5744,1998-03-02,1998,3,2,1,Monday
5297,1998-03-03,1998,3,3,1,Tuesday
6344,1998-03-04,1998,3,4,1,Wednesday
2276,1998-03-05,1998,3,5,1,Thursday
6386,1998-03-06,1998,3,6,1,Friday
3741,1998-03-07,1998,3,7,1,Saturday
8469,1998-03-08,1998,3,8,1,Sunday
3742,1998-03-09,1998,3,9,1,Monday
3679,1998-03-10,1998,3,10,1,Tuesday
3649,1998-03-11,1998,3,11,1,Wednesday
3698,1998-03-12,1998,3,12,1,Thursday
3643,1998-03-13,1998,3,13,1,Friday
3743,1998-03-14,1998,3,14,1,Saturday
9078,1998-03-15,1998,3,15,1,Sunday
2277,1998-03-16,1998,3,16,1,Monday
9049,1998-03-17,1998,3,17,1,Tuesday
9544,1998-03-18,1998,3,18,1,Wednesday
3784,1998-03-19,1998,3,19,1,Thursday
3699,1998-03-20,1998,3,20,1,Friday
11104,1998-03-21,1998,3,21,1,Saturday
12114,1998-03-22,1998,3,22,1,Sunday
2334,1998-03-23,1998,3,23,1,Monday
3700,1998-03-24,1998,3,24,1,Tuesday
3701,1998-03-25,1998,3,25,1,Wednesday
3702,1998-03-26,1998,3,26,1,Thursday
3703,1998-03-27,1998,3,27,1,Friday
3744,1998-03-28,1998,3,28,1,Saturday
8180,1998-03-29,1998,3,29,1,Sunday
5428,1998-03-30,1998,3,30,1,Monday
3745,1998-03-31,1998,3,31,1,Tuesday
9041,1998-04-01,1998,4,1,2,Wednesday
5432,1998-04-02,1998,4,2,2,Thursday
4640,1998-04-03,1998,4,3,2,Friday
8466,1998-04-04,1998,4,4,2,Saturday
9055,1998-04-05,1998,4,5,2,Sunday
3891,1998-04-06,1998,4,6,2,Monday
2402,1998-04-07,1998,4,7,2,Tuesday
3729,1998-04-08,1998,4,8,2,Wednesday
5437,1998-04-09,1998,4,9,2,Thursday
12435,1998-04-10,1998,4,10,2,Friday
11184,1998-04-11,1998,4,11,2,Saturday
11056,1998-04-12,1998,4,12,2,Sunday
5757,1998-04-13,1998,4,13,2,Monday
3668,1998-04-14,1998,4,14,2,Tuesday
3704,1998-04-15,1998,4,15,2,Wednesday
3650,1998-04-16,1998,4,16,2,Thursday
9034,1998-04-17,1998,4,17,2,Friday
5455,1998-04-18,1998,4,18,2,Saturday
5737,1998-04-19,1998,4,19,2,Sunday
5456,1998-04-20,1998,4,20,2,Monday
5439,1998-04-21,1998,4,21,2,Tuesday
5457,1998-04-22,1998,4,22,2,Wednesday
5719,1998-04-23,1998,4,23,2,Thursday
3651,1998-04-24,1998,4,24,2,Friday
13196,1998-04-25,1998,4,25,2,Saturday
9541,1998-04-26,1998,4,26,2,Sunday
5440,1998-04-27,1998,4,27,2,Monday
2367,1998-04-28,1998,4,28,2,Tuesday
5662,1998-04-29,1998,4,29,2,Wednesday
5720,1998-04-30,1998,4,30,2,Thursday
9056,1998-05-01,1998,5,1,2,Friday
10542,1998-05-02,1998,5,2,2,Saturday
12177,1998-05-03,1998,5,3,2,Sunday
2339,1998-05-04,1998,5,4,2,Monday
4641,1998-05-05,1998,5,5,2,Tuesday
5745,1998-05-06,1998,5,6,2,Wednesday
3711,1998-05-07,1998,5,7,2,Thursday
5286,1998-05-08,1998,5,8,2,Friday
11678,1998-05-09,1998,5,9,2,Saturday
9594,1998-05-10,1998,5,10,2,Sunday
9038,1998-05-11,1998,5,11,2,Monday
9178,1998-05-12,1998,5,12,2,Tuesday
9179,1998-05-13,1998,5,13,2,Wednesday
3808,1998-05-14,1998,5,14,2,Thursday
3746,1998-05-15,1998,5,15,2,Friday
9057,1998-05-16,1998,5,16,2,Saturday
5721,1998-05-17,1998,5,17,2,Sunday
3652,1998-05-18,1998,5,18,2,Monday
5672,1998-05-19,1998,5,19,2,Tuesday
3730,1998-05-20,1998,5,20,2,Wednesday
3809,1998-05-21,1998,5,21,2,Thursday
9058,1998-05-22,1998,5,22,2,Friday
5746,1998-05-23,1998,5,23,2,Saturday
3680,1998-05-24,1998,5,24,2,Sunday
3681,1998-05-25,1998,5,25,2,Monday
3653,1998-05-26,1998,5,26,2,Tuesday
3654,1998-05-27,1998,5,27,2,Wednesday
3644,1998-05-28,1998,5,28,2,Thursday
3731,1998-05-29,1998,5,29,2,Friday
3814,1998-05-30,1998,5,30,2,Saturday
11179,1998-05-31,1998,5,31,2,Sunday
3655,1998-06-01,1998,6,1,2,Monday
6741,1998-06-02,1998,6,2,2,Tuesday
3656,1998-06-03,1998,6,3,2,Wednesday
3657,1998-06-04,1998,6,4,2,Thursday
5722,1998-06-05,1998,6,5,2,Friday
6390,1998-06-06,1998,6,6,2,Saturday
6391,1998-06-07,1998,6,7,2,Sunday
8467,1998-06-08,1998,6,8,2,Monday
2388,1998-06-09,1998,6,9,2,Tuesday
6737,1998-06-10,1998,6,10,2,Wednesday
3682,1998-06-11,1998,6,11,2,Thursday
3785,1998-06-12,1998,6,12,2,Friday
9549,1998-06-13,1998,6,13,2,Saturday
8473,1998-06-14,1998,6,14,2,Sunday
3705,1998-06-15,1998,6,15,2,Monday
3683,1998-06-16,1998,6,16,2,Tuesday
3669,1998-06-17,1998,6,17,2,Wednesday
3815,1998-06-18,1998,6,18,2,Thursday
3706,1998-06-19,1998,6,19,2,Friday
5723,1998-06-20,1998,6,20,2,Saturday
5288,1998-06-21,1998,6,21,2,Sunday
2389,1998-06-22,1998,6,22,2,Monday
5329,1998-06-23,1998,6,23,2,Tuesday
2325,1998-06-24,1998,6,24,2,Wednesday
5459,1998-06-25,1998,6,25,2,Thursday
5738,1998-06-26,1998,6,26,2,Friday
12178,1998-06-27,1998,6,27,2,Saturday
6392,1998-06-28,1998,6,28,2,Sunday
9045,1998-06-29,1998,6,29,2,Monday
5758,1998-06-30,1998,6,30,2,Tuesday
2355,1998-07-01,1998,7,1,3,Wednesday
3707,1998-07-02,1998,7,2,3,Thursday
2417,1998-07-03,1998,7,3,3,Friday
5677,1998-07-04,1998,7,4,3,Saturday
5680,1998-07-05,1998,7,5,3,Sunday
9050,1998-07-06,1998,7,6,3,Monday
6328,1998-07-07,1998,7,7,3,Tuesday
2278,1998-07-08,1998,7,8,3,Wednesday
3816,1998-07-09,1998,7,9,3,Thursday
6341,1998-07-10,1998,7,10,3,Friday
8584,1998-07-11,1998,7,11,3,Saturday
12895,1998-07-12,1998,7,12,3,Sunday
9046,1998-07-13,1998,7,13,3,Monday
3658,1998-07-14,1998,7,14,3,Tuesday
2390,1998-07-15,1998,7,15,3,Wednesday
3708,1998-07-16,1998,7,16,3,Thursday
3817,1998-07-17,1998,7,17,3,Friday
8172,1998-07-18,1998,7,18,3,Saturday
12175,1998-07-19,1998,7,19,3,Sunday
2392,1998-07-20,1998,7,20,3,Monday
2391,1998-07-21,1998,7,21,3,Tuesday
